Greek_Word	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
Σολομῶνος	93A	9.7.1	Name of a person	2	LUK 11:31!26; LUK 11:31!30
Σουσάννα	93A	9.7.1	Name of a person	1	LUK 8:3!8
Σοὶ	92C	9.2;9.2.3	Part of speech;Pronouns	2	LUK 4:6!6; LUK 5:24!19
Σταύρου	20D	2.6.6.1	Kill	1	LUK 23:21!5
Συγκαλεσάμενος	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 9:1!1
Συγχάρητέ	25K	3.4.1.2	Happy	2	LUK 15:6!14; LUK 15:9!9
Συκῆν	3B	1.5.1	Tree	1	LUK 13:6!6
Συλλαβόντες	37F	4.6.6;4.6.6.1;4.6.6.1.1;7.2.6.1	Arrest;Catch, capture;Government functions;Police	1	LUK 22:54!1
Συμεών	93A	9.7.1	Name of a person	1	LUK 2:25!9
Συμεὼν	93A	9.7.1	Name of a person	2	LUK 2:34!4; LUK 3:30!2
Συνεπορεύοντο	15S	7.2.5;7.2.5.3	Accompany;Guide	1	LUK 14:25!1
Συνιόντος	15M	7.5.1	Gather	1	LUK 8:4!1
Συρίας	93B	9.7.2	Name of a place	1	LUK 2:2!7
Σύρος	93B	9.7.2	Name of a place	1	LUK 4:27!20
Σὴθ	93A	9.7.1	Name of a person	1	LUK 3:38!4
Σὴμ	93A	9.7.1	Name of a person	1	LUK 3:36!6
Σὺ	92C	9.2;9.2.3	Part of speech;Pronouns	9	LUK 16:7!4; LUK 22:70!4; LUK 23:3!18; LUK 23:3!7; LUK 24:18!9; LUK 3:22!18; LUK 4:41!11; LUK 7:19!6; LUK 7:20!16
Τέθνηκεν	23G	2.6;2.6.6	Die;Life	1	LUK 8:49!11
Τέκνον	10B	4.1.9.1	Related by birth	3	LUK 15:31!5; LUK 16:25!4; LUK 2:48!12
Τί	92D	9.2;9.2.3	Part of speech;Pronouns	23	LUK 12:17!6; LUK 12:57!1; LUK 16:2!6; LUK 16:3!7; LUK 18:19!6; LUK 18:41!1; LUK 19:33!12; LUK 1:66!11; LUK 20:13!7; LUK 20:17!6; LUK 22:46!4; LUK 22:71!4; LUK 23:22!7; LUK 24:38!4; LUK 24:5!15; LUK 2:49!5; LUK 3:10!7; LUK 3:14!7; LUK 5:22!12; LUK 6:2!6; LUK 6:46!1; LUK 7:24!13; LUK 8:30!6
Τίμα	87B	4.5.5	Honor	1	LUK 18:20!12
Τίνα	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 9:18!18
Τίνες	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 24:17!5
Τίνι	92D	9.2;9.2.3	Part of speech;Pronouns	3	LUK 13:18!3; LUK 13:20!4; LUK 7:31!1
Τίνος	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 14:5!5
Τίς	92D	9.2;9.2.3	Part of speech;Pronouns	9	LUK 11:5!5; LUK 12:42!5; LUK 15:4!1; LUK 17:7!1; LUK 4:36!11; LUK 5:21!10; LUK 7:49!8; LUK 8:25!14; LUK 8:45!5
Ταχὺ	67E	8.4.2	Take time	1	LUK 15:22!9
Ταῦτα	92G	9.2.3.5	Demonstrative pronouns	3	LUK 18:21!4; LUK 21:6!1; LUK 24:36!1
Τιβερίου	93A	9.7.1	Name of a person	1	LUK 3:1!7
Τοίνυν	89H	9.6.2.6;9.6.2.6.1	Result;Without result	1	LUK 20:25!6
Τοῖς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 4:10!4
Τοῦτο	92G	9.2.3.5	Demonstrative pronouns	3	LUK 12:18!3; LUK 12:39!1; LUK 22:20!9
Τοῦτον	92G	9.2.3.5	Demonstrative pronouns	1	LUK 23:2!6
Τοῦτό	92G	9.2.3.5	Demonstrative pronouns	1	LUK 22:19!10
Τραχωνίτιδος	93B	9.7.2	Name of a place	1	LUK 3:1!28
Τύρου	93B	9.7.2	Name of a place	1	LUK 6:17!28
Τύρῳ	93B	9.7.2	Name of a place	2	LUK 10:13!10; LUK 10:14!2
Τὰ	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 18:27!4; LUK 24:19!9
Τὸ	92D	9.2;9.2.3	Part of speech;Pronouns	3	LUK 1:80!1; LUK 20:4!1; LUK 2:40!1
Τὸν	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 9:20!14
Τῇ	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 1:57!1
Τῶν	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 11:29!1
Υἱὲ	10B	4.1.9.1	Related by birth	1	LUK 18:39!13
Φάλεκ	93A	9.7.1	Name of a person	1	LUK 3:35!6
Φίλε	34A	4;4.1	Relationships;Social behavior	2	LUK 11:5!18; LUK 14:10!18
Φίλιππον	93A	9.7.1	Name of a person	1	LUK 6:14!16
Φανουήλ	93A	9.7.1	Name of a person	1	LUK 2:36!6
Φαρισαίοις	11B	4.9.7	Religious organization	2	LUK 11:42!5; LUK 11:43!4
Φαρισαίου	11B	4.9.7	Religious organization	2	LUK 7:36!17; LUK 7:37!18
Φαρισαίους	11B	4.9.7	Religious organization	1	LUK 14:3!10
Φαρισαίων	11B	4.9.7	Religious organization	7	LUK 12:1!27; LUK 14:1!13; LUK 17:20!5; LUK 19:39!4; LUK 5:33!18; LUK 6:2!4; LUK 7:36!6
Φαρισαῖοι	11B	4.9.7	Religious organization	10	LUK 11:39!10; LUK 11:53!9; LUK 13:31!7; LUK 15:2!5; LUK 16:14!6; LUK 5:17!14; LUK 5:21!8; LUK 5:30!4; LUK 6:7!7; LUK 7:30!3
Φαρισαῖος	11B	4.9.7	Religious organization	5	LUK 11:37!7; LUK 11:38!3; LUK 18:10!10; LUK 18:11!2; LUK 7:39!4
Φαρὲς	93A	9.7.1	Name of a person	1	LUK 3:33!10
Φιλίππου	93A	9.7.1	Name of a person	1	LUK 3:1!19
Φιμώθητι	33H	3.5.1.1;3.5.1.1.5	Say nothing;Voice	1	LUK 4:35!7
Φωνὴ	33F	3.5.1	Say	1	LUK 3:4!9
Χαῖρε	33C	3.5.4	Story	1	LUK 1:28!6
Χοραζίν	93B	9.7.2	Name of a place	1	LUK 10:13!3
Χουζᾶ	93A	9.7.1	Name of a person	1	LUK 8:3!4
Χρονίζει	67E	8.4.2	Take time	1	LUK 12:45!11
Ψυχή	26	3;3.1	Language and thought;Soul, spirit	1	LUK 12:19!6
αἰνεῖν	33K'	3.5.1.7	Praise	1	LUK 19:37!19
αἰνούντων	33K'	3.5.1.7	Praise	1	LUK 2:13!10
αἰνοῦντες	33K'	3.5.1.7	Praise	1	LUK 2:20!7
αἰσχύνης	25R	3.4.2.2.1	Ashamed	1	LUK 14:9!17
αἰσχύνομαι	25R	3.4.2.2.1	Ashamed	1	LUK 16:3!22
αἰτήσας	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 1:63!2
αἰτήσει	33L	3.3.2;3.5.1.5	Ask;Request	2	LUK 11:11!7; LUK 11:12!3
αἰτήσουσιν	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 12:48!25
αἰτίαν	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	1	LUK 8:47!15
αἰτεῖτε	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 11:9!4
αἰτούμενοι	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 23:23!6
αἰτοῦντί	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 6:30!2
αἰτοῦσιν	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 11:13!24
αἰτῶν	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 11:10!4
αἰφνίδιος	67E	8.4.2	Take time	1	LUK 21:34!20
αἰχμαλωτισθήσονται	55E	4.8.3.5	Prisoner of war	1	LUK 21:24!6
αἰχμαλώτοις	55E	4.8.3.5	Prisoner of war	1	LUK 4:18!14
αἰωνίους	67E	8.4.2	Take time	1	LUK 16:9!20
αἰώνιον	67E	8.4.2	Take time	3	LUK 10:25!13; LUK 18:18!12; LUK 18:30!17
αἰῶνα	67E	8.4.2	Take time	1	LUK 1:55!15
αἰῶνας	67E	8.4.2	Take time	1	LUK 1:33!9
αἰῶνι	67H	8.4.1	Period of time	1	LUK 18:30!13
αἰῶνος	11B	4.9.7	Religious organization	2	LUK 16:8!16; LUK 20:34!9
αἰῶνος	67B	8.4.5	Relative time	1	LUK 1:70!8
αἰῶνος	67H	8.4.1	Period of time	1	LUK 20:35!5
αἱ	92D	9.2;9.2.3	Part of speech;Pronouns	24	LUK 10:13!14; LUK 10:13!16; LUK 12:35!3; LUK 12:7!3; LUK 1:23!5; LUK 1:48!17; LUK 21:26!11; LUK 21:34!7; LUK 23:23!11; LUK 23:29!12; LUK 23:29!9; LUK 23:49!10; LUK 23:55!3; LUK 24:10!13; LUK 24:24!15; LUK 2:22!4; LUK 2:6!9; LUK 3:5!17; LUK 5:20!10; LUK 5:23!7; LUK 7:47!6; LUK 7:47!9; LUK 7:48!6; LUK 8:7!10
αἳ	92F	9.2.3.3	Relative pronouns	3	LUK 23:27!10; LUK 23:29!14; LUK 8:2!4
αἴρει	15X	7.3;7.3.1	Carry;Move something	2	LUK 11:22!11; LUK 8:12!14
αἴρεις	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:21!8
αἴρετε	15X	7.3;7.3.1	Carry;Move something	1	LUK 9:3!6
αἴροντος	15X	7.3;7.3.1	Carry;Move something	1	LUK 6:30!8
αἴροντός	15X	7.3;7.3.1	Carry;Move something	1	LUK 6:29!14
αἴρων	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:22!17
αἴσθωνται	32D	3.2.1.3	Intelligent	1	LUK 9:45!14
αἴτημα	33L	3.3.2;3.5.1.5	Ask;Request	1	LUK 23:24!6
αἴτιον	88L'	4.3.1.1	Bad, immoral	1	LUK 23:4!13
αἴτιον	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	2	LUK 23:14!25; LUK 23:22!13
αἵματί	23G	2.6;2.6.6	Die;Life	1	LUK 22:20!17
αἵματος	23I	2.5.1;2.5.2	Disease;Sick	2	LUK 8:43!6; LUK 8:44!15
αἵματος	8B	2.1	Body	3	LUK 11:51!2; LUK 11:51!5; LUK 22:44!14
αἵτινες	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 23:55!5; LUK 8:3!12
αἶνον	33K'	3.5.1.7	Praise	1	LUK 18:43!16
αἷμα	23G	2.6;2.6.6	Die;Life	1	LUK 11:50!4
αἷμα	8B	2.1	Body	1	LUK 13:1!15
αἷς	92F	9.2.3.3	Relative pronouns	4	LUK 13:14!20; LUK 1:25!8; LUK 21:6!7; LUK 23:29!6
αὐλήν	7B	6.5.1	Building	1	LUK 11:21!8
αὐλῆς	7B	6.5.1	Building	1	LUK 22:55!7
αὐξάνει	23K	1.5.6;2.6.4.6;8.2.2.2	Grow, get bigger;Growth of plants;Tall	1	LUK 12:27!5
αὐστηρός	88Q	4.7.9.5	Act harshly	1	LUK 19:22!15
αὐστηρὸς	88Q	4.7.9.5	Act harshly	1	LUK 19:21!6
αὐτά	92D	9.2;9.2.3	Part of speech;Pronouns	4	LUK 14:19!11; LUK 17:31!20; LUK 18:16!16; LUK 5:7!22
αὐτάς	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 24:5!14
αὐτήν	92D	9.2;9.2.3	Part of speech;Pronouns	20	LUK 11:32!13; LUK 13:18!13; LUK 13:34!12; LUK 13:7!22; LUK 13:9!12; LUK 17:33!15; LUK 17:33!9; LUK 18:17!18; LUK 18:5!11; LUK 19:41!9; LUK 1:57!9; LUK 20:31!5; LUK 21:21!24; LUK 2:6!13; LUK 4:39!10; LUK 4:6!24; LUK 6:48!34; LUK 8:52!6; LUK 9:24!10; LUK 9:24!22
αὐταῖς	92D	9.2;9.2.3	Part of speech;Pronouns	5	LUK 13:14!24; LUK 24:10!16; LUK 24:11!12; LUK 24:4!14; LUK 8:3!18
αὐτούς	92D	9.2;9.2.3	Part of speech;Pronouns	46	LUK 10:2!4; LUK 11:31!15; LUK 11:47!14; LUK 11:5!4; LUK 12:15!4; LUK 12:24!19; LUK 13:23!14; LUK 13:4!15; LUK 14:25!10; LUK 14:7!14; LUK 18:31!7; LUK 19:13!13; LUK 19:33!11; LUK 1:65!8; LUK 20:23!8; LUK 20:25!5; LUK 20:3!5; LUK 20:41!4; LUK 22:15!4; LUK 22:47!14; LUK 23:14!3; LUK 23:22!6; LUK 24:17!4; LUK 24:25!5; LUK 24:44!4; LUK 24:50!13; LUK 2:18!13; LUK 2:20!19; LUK 2:46!21; LUK 2:49!4; LUK 2:9!10; LUK 3:13!5; LUK 4:23!4; LUK 4:40!24; LUK 5:22!11; LUK 5:31!7; LUK 5:34!5; LUK 6:47!13; LUK 6:9!6; LUK 8:21!6; LUK 8:22!19; LUK 9:13!4; LUK 9:3!4; LUK 9:34!9; LUK 9:5!22; LUK 9:54!19
αὐτοὶ	92D	9.2;9.2.3	Part of speech;Pronouns	15	LUK 11:19!17; LUK 13:4!18; LUK 14:1!18; LUK 14:12!30; LUK 16:28!11; LUK 17:13!2; LUK 18:34!2; LUK 22:23!2; LUK 22:71!9; LUK 24:14!2; LUK 24:35!2; LUK 24:52!2; LUK 2:50!2; LUK 6:11!1; LUK 9:36!11
αὐτοὶ	92H	9.2;9.2.3	Part of speech;Pronouns	4	LUK 11:4!9; LUK 11:46!16; LUK 11:48!12; LUK 11:52!11
αὐτοὺς	92D	9.2;9.2.3	Part of speech;Pronouns	40	LUK 10:1!13; LUK 10:38!5; LUK 11:48!15; LUK 11:49!11; LUK 12:16!5; LUK 12:37!18; LUK 14:5!3; LUK 15:3!4; LUK 16:30!14; LUK 17:14!15; LUK 18:1!10; LUK 19:11!16; LUK 19:27!12; LUK 19:27!17; LUK 20:19!25; LUK 22:45!12; LUK 22:70!14; LUK 24:15!6; LUK 24:50!3; LUK 24:51!7; LUK 2:27!20; LUK 2:34!3; LUK 2:43!8; LUK 2:6!6; LUK 4:21!5; LUK 4:31!11; LUK 4:40!12; LUK 4:43!5; LUK 5:36!6; LUK 6:10!4; LUK 6:3!4; LUK 6:32!17; LUK 9:10!11; LUK 9:11!9; LUK 9:14!13; LUK 9:16!15; LUK 9:18!16; LUK 9:2!3; LUK 9:33!6; LUK 9:34!15
αὐτοῖς	92D	9.2;9.2.3	Part of speech;Pronouns	88	LUK 10:18!3; LUK 10:9!9; LUK 11:17!8; LUK 11:2!3; LUK 12:37!22; LUK 13:2!4; LUK 13:32!3; LUK 15:12!19; LUK 15:2!16; LUK 15:6!13; LUK 16:15!3; LUK 16:28!7; LUK 17:14!4; LUK 17:20!13; LUK 17:37!10; LUK 18:1!4; LUK 18:15!15; LUK 18:29!4; LUK 18:7!21; LUK 19:13!7; LUK 19:32!8; LUK 19:46!2; LUK 1:22!19; LUK 1:22!6; LUK 1:7!4; LUK 20:15!11; LUK 20:17!4; LUK 20:34!3; LUK 20:8!5; LUK 21:10!3; LUK 21:29!4; LUK 21:4!7; LUK 22:10!4; LUK 22:13!6; LUK 22:19!8; LUK 22:24!6; LUK 22:25!4; LUK 22:35!3; LUK 22:36!3; LUK 22:38!12; LUK 22:4!10; LUK 22:40!7; LUK 22:46!3; LUK 22:6!11; LUK 22:67!11; LUK 23:34!7; LUK 24:15!14; LUK 24:19!3; LUK 24:27!11; LUK 24:29!22; LUK 24:30!16; LUK 24:33!17; LUK 24:35!11; LUK 24:38!3; LUK 24:40!5; LUK 24:41!11; LUK 2:10!3; LUK 2:17!9; LUK 2:50!9; LUK 2:51!12; LUK 2:7!19; LUK 2:9!5; LUK 3:11!4; LUK 3:14!13; LUK 4:39!15; LUK 5:14!24; LUK 5:7!12; LUK 6:31!10; LUK 6:39!5; LUK 6:5!3; LUK 7:22!4; LUK 7:6!6; LUK 8:25!3; LUK 8:3!14; LUK 8:31!7; LUK 8:32!16; LUK 8:32!22; LUK 8:36!3; LUK 8:56!9; LUK 9:1!6; LUK 9:11!11; LUK 9:13!6; LUK 9:17!10; LUK 9:20!3; LUK 9:21!4; LUK 9:46!5; LUK 9:48!3; LUK 9:55!4
αὐτοῦ	83A	8.5.1	Here, there	1	LUK 9:27!8
αὐτοῦ	92D	9.2;9.2.3	Part of speech;Pronouns	251	LUK 10:1!19; LUK 10:2!25; LUK 10:34!24; LUK 10:34!6; LUK 10:35!14; LUK 10:37!9; LUK 10:39!18; LUK 10:7!19; LUK 11:1!17; LUK 11:1!30; LUK 11:16!9; LUK 11:18!13; LUK 11:21!14; LUK 11:22!10; LUK 11:22!18; LUK 11:22!4; LUK 11:53!3; LUK 11:54!8; LUK 11:8!13; LUK 11:8!18; LUK 12:1!16; LUK 12:15!19; LUK 12:22!6; LUK 12:25!10; LUK 12:27!19; LUK 12:31!5; LUK 12:39!20; LUK 12:42!20; LUK 12:43!9; LUK 12:44!9; LUK 12:45!10; LUK 12:46!24; LUK 12:47!11; LUK 12:47!20; LUK 12:48!19; LUK 12:58!17; LUK 13:15!17; LUK 13:17!22; LUK 13:17!4; LUK 13:19!27; LUK 13:6!13; LUK 14:17!5; LUK 14:2!8; LUK 14:21!17; LUK 14:21!8; LUK 14:29!4; LUK 14:32!5; LUK 14:8!18; LUK 15:1!12; LUK 15:13!20; LUK 15:14!3; LUK 15:15!16; LUK 15:20!10; LUK 15:20!17; LUK 15:20!26; LUK 15:22!23; LUK 15:22!8; LUK 15:25!5; LUK 15:28!10; LUK 15:5!7; LUK 16:1!22; LUK 16:18!6; LUK 16:20!10; LUK 16:21!20; LUK 16:23!21; LUK 16:23!8; LUK 16:24!18; LUK 17:1!6; LUK 17:12!3; LUK 17:16!8; LUK 17:2!10; LUK 17:24!25; LUK 17:31!13; LUK 17:33!6; LUK 18:13!19; LUK 18:14!9; LUK 18:40!12; LUK 18:7!11; LUK 19:14!11; LUK 19:14!4; LUK 19:24!7; LUK 19:31!14; LUK 19:33!9; LUK 19:34!7; LUK 19:36!3; LUK 19:37!3; LUK 19:48!12; LUK 1:13!27; LUK 1:14!12; LUK 1:15!22; LUK 1:17!5; LUK 1:23!14; LUK 1:23!9; LUK 1:24!10; LUK 1:31!13; LUK 1:32!19; LUK 1:33!13; LUK 1:48!8; LUK 1:49!11; LUK 1:50!4; LUK 1:51!5; LUK 1:54!4; LUK 1:55!12; LUK 1:58!14; LUK 1:59!20; LUK 1:60!5; LUK 1:62!5; LUK 1:63!9; LUK 1:64!10; LUK 1:64!5; LUK 1:66!23; LUK 1:67!5; LUK 1:68!14; LUK 1:69!10; LUK 1:70!10; LUK 1:72!11; LUK 1:75!6; LUK 1:76!14; LUK 1:77!7; LUK 1:8!12; LUK 1:80!16; LUK 20:1!8; LUK 20:20!11; LUK 20:26!15; LUK 20:28!20; LUK 20:28!28; LUK 20:44!8; LUK 21:38!12; LUK 22:36!20; LUK 22:44!11; LUK 22:47!2; LUK 22:50!15; LUK 22:59!15; LUK 22:60!14; LUK 22:71!15; LUK 23:10!10; LUK 23:11!10; LUK 23:14!29; LUK 23:2!4; LUK 23:34!17; LUK 23:55!20; LUK 23:8!21; LUK 23:8!28; LUK 24:23!6; LUK 24:26!12; LUK 24:47!6; LUK 24:50!11; LUK 24:8!5; LUK 2:21!13; LUK 2:27!27; LUK 2:33!14; LUK 2:33!5; LUK 2:34!11; LUK 2:38!12; LUK 2:41!5; LUK 2:43!20; LUK 2:47!13; LUK 2:47!6; LUK 2:48!11; LUK 2:51!16; LUK 3:1!23; LUK 3:16!25; LUK 3:17!11; LUK 3:17!19; LUK 3:17!7; LUK 3:19!15; LUK 3:19!8; LUK 3:4!22; LUK 3:7!8; LUK 4:10!6; LUK 4:13!9; LUK 4:14!21; LUK 4:22!17; LUK 4:24!14; LUK 4:32!13; LUK 4:32!6; LUK 4:35!11; LUK 4:35!22; LUK 4:37!5; LUK 4:42!17; LUK 5:12!24; LUK 5:13!16; LUK 5:13!6; LUK 5:15!7; LUK 5:18!18; LUK 5:25!14; LUK 5:29!10; LUK 5:30!12; LUK 6:1!13; LUK 6:10!18; LUK 6:13!8; LUK 6:14!10; LUK 6:17!13; LUK 6:18!4; LUK 6:19!11; LUK 6:19!7; LUK 6:20!10; LUK 6:20!6; LUK 6:3!20; LUK 6:4!19; LUK 6:40!14; LUK 6:45!30; LUK 6:6!20; LUK 6:7!16; LUK 7:1!6; LUK 7:11!16; LUK 7:12!16; LUK 7:15!13; LUK 7:16!23; LUK 7:17!11; LUK 7:18!16; LUK 7:18!6; LUK 7:28!19; LUK 7:3!19; LUK 7:30!17; LUK 7:36!10; LUK 7:38!15; LUK 7:38!27; LUK 7:38!7; LUK 7:39!25; LUK 7:6!9; LUK 8:18!22; LUK 8:19!10; LUK 8:22!15; LUK 8:38!3; LUK 8:41!27; LUK 8:44!8; LUK 8:47!17; LUK 8:49!2; LUK 8:5!8; LUK 8:53!3; LUK 8:9!6; LUK 9:14!11; LUK 9:23!17; LUK 9:24!17; LUK 9:24!7; LUK 9:26!21; LUK 9:29!11; LUK 9:29!16; LUK 9:31!8; LUK 9:32!16; LUK 9:33!8; LUK 9:34!3; LUK 9:35!15; LUK 9:39!18; LUK 9:42!28; LUK 9:42!4; LUK 9:43!20; LUK 9:51!10; LUK 9:52!6; LUK 9:53!8
αὐτό	92D	9.2;9.2.3	Part of speech;Pronouns	8	LUK 14:35!11; LUK 15:4!28; LUK 1:62!11; LUK 2:40!14; LUK 8:5!28; LUK 8:7!13; LUK 9:40!8; LUK 9:45!15
αὐτόν	92D	9.2;9.2.3	Part of speech;Pronouns	66	LUK 10:26!5; LUK 11:1!19; LUK 11:13!25; LUK 11:22!7; LUK 11:39!6; LUK 12:44!11; LUK 12:48!26; LUK 14:1!21; LUK 14:12!6; LUK 14:18!18; LUK 14:31!27; LUK 15:20!29; LUK 15:22!16; LUK 15:28!13; LUK 16:14!11; LUK 18:33!4; LUK 18:40!14; LUK 18:40!9; LUK 19:14!6; LUK 19:39!10; LUK 19:4!11; LUK 19:5!12; LUK 1:12!9; LUK 1:21!16; LUK 1:50!11; LUK 20:14!15; LUK 20:18!15; LUK 20:2!5; LUK 22:2!11; LUK 22:4!12; LUK 22:43!8; LUK 22:47!20; LUK 22:51!14; LUK 22:57!7; LUK 22:65!7; LUK 23:21!7; LUK 23:26!4; LUK 23:27!14; LUK 23:39!7; LUK 24:16!9; LUK 24:18!8; LUK 24:20!16; LUK 24:31!8; LUK 2:21!8; LUK 2:25!26; LUK 2:45!8; LUK 3:12!9; LUK 3:22!12; LUK 4:29!23; LUK 4:35!25; LUK 4:40!14; LUK 4:42!13; LUK 5:17!36; LUK 5:33!5; LUK 7:40!7; LUK 7:42!12; LUK 7:9!7; LUK 8:29!15; LUK 8:30!19; LUK 8:40!15; LUK 8:42!20; LUK 9:39!20; LUK 9:39!5; LUK 9:53!4; LUK 9:57!10; LUK 9:9!19
αὐτόπται	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 1:2!7
αὐτός	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 24:21!5
αὐτός	92H	9.2;9.2.3	Part of speech;Pronouns	1	LUK 24:39!12
αὐτὰ	58E	8.3.5.2.1	Same	3	LUK 17:30!3; LUK 6:23!19; LUK 6:26!11
αὐτὰ	92D	9.2;9.2.3	Part of speech;Pronouns	3	LUK 10:21!30; LUK 18:16!5; LUK 4:41!21
αὐτὰς	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 23:28!4; LUK 24:4!6
αὐτὴ	92D	9.2;9.2.3	Part of speech;Pronouns	4	LUK 1:36!8; LUK 2:37!2; LUK 7:12!18; LUK 8:42!10
αὐτὴν	92D	9.2;9.2.3	Part of speech;Pronouns	9	LUK 13:12!3; LUK 13:8!17; LUK 13:8!8; LUK 16:16!18; LUK 1:28!4; LUK 1:61!4; LUK 20:33!15; LUK 6:48!29; LUK 7:13!3
αὐτὸ	58E	8.3.5.2.1	Same	1	LUK 6:33!15
αὐτὸ	92D	9.2;9.2.3	Part of speech;Pronouns	6	LUK 19:23!16; LUK 1:59!14; LUK 22:16!8; LUK 23:53!4; LUK 2:28!4; LUK 9:47!13
αὐτὸν	92D	9.2;9.2.3	Part of speech;Pronouns	142	LUK 10:25!7; LUK 10:30!19; LUK 10:31!13; LUK 10:33!7; LUK 10:34!13; LUK 10:34!19; LUK 10:38!17; LUK 10:6!9; LUK 11:1!6; LUK 11:27!6; LUK 11:37!6; LUK 11:5!13; LUK 11:53!14; LUK 11:54!2; LUK 12:46!20; LUK 14:1!6; LUK 14:4!7; LUK 14:5!17; LUK 14:9!6; LUK 15:15!12; LUK 15:20!14; LUK 15:27!21; LUK 16:2!3; LUK 16:22!8; LUK 16:27!9; LUK 17:25!4; LUK 18:18!4; LUK 18:24!3; LUK 18:3!11; LUK 18:35!6; LUK 18:40!6; LUK 19:11!13; LUK 19:15!6; LUK 19:30!21; LUK 19:35!3; LUK 19:46!13; LUK 19:47!17; LUK 19:6!6; LUK 19:9!4; LUK 1:13!4; LUK 1:8!6; LUK 20:10!20; LUK 20:14!3; LUK 20:15!3; LUK 20:19!10; LUK 20:20!15; LUK 20:21!3; LUK 20:27!12; LUK 20:40!5; LUK 20:44!3; LUK 20:9!15; LUK 21:38!7; LUK 21:7!3; LUK 22:49!5; LUK 22:52!8; LUK 22:54!3; LUK 22:56!3; LUK 22:58!6; LUK 22:6!8; LUK 22:63!6; LUK 22:64!3; LUK 22:66!16; LUK 23:1!8; LUK 23:11!17; LUK 23:11!3; LUK 23:15!6; LUK 23:16!3; LUK 23:22!20; LUK 23:23!7; LUK 23:3!5; LUK 23:33!12; LUK 23:53!8; LUK 23:7!10; LUK 23:7!15; LUK 23:8!16; LUK 23:9!3; LUK 24:20!4; LUK 24:23!15; LUK 24:24!18; LUK 24:29!3; LUK 24:30!6; LUK 24:51!6; LUK 24:52!4; LUK 2:21!23; LUK 2:22!14; LUK 2:4!23; LUK 2:44!13; LUK 2:44!3; LUK 2:46!7; LUK 2:48!3; LUK 2:48!8; LUK 2:7!10; LUK 2:7!13; LUK 3:10!3; LUK 3:14!3; LUK 4:29!10; LUK 4:29!4; LUK 4:35!14; LUK 4:38!21; LUK 4:4!4; LUK 4:41!27; LUK 4:42!20; LUK 4:5!3; LUK 4:9!3; LUK 5:12!6; LUK 5:18!13; LUK 5:19!18; LUK 5:19!6; LUK 5:3!11; LUK 5:9!4; LUK 6:1!6; LUK 6:12!8; LUK 6:6!7; LUK 7:15!10; LUK 7:20!4; LUK 7:3!13; LUK 7:3!8; LUK 7:36!4; LUK 7:39!7; LUK 7:4!8; LUK 8:16!6; LUK 8:19!4; LUK 8:24!4; LUK 8:30!3; LUK 8:31!3; LUK 8:32!13; LUK 8:37!3; LUK 8:38!16; LUK 8:4!11; LUK 8:40!8; LUK 8:41!22; LUK 8:42!16; LUK 8:5!13; LUK 8:9!3; LUK 9:18!6; LUK 9:29!6; LUK 9:39!11; LUK 9:42!25; LUK 9:42!6; LUK 9:45!19; LUK 9:49!16; LUK 9:50!4
